gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
LAN202110200,chavj001,ATL,3,3,0,0,0,1,20211020,0,lcs
LAN202110200,uriaj001,LAN,15,25,5,2,3,1,20211020,0,lcs
LAN202110210,friem001,ATL,14,24,5,2,3,1,20211021,0,lcs
LAN202110210,kellj001,LAN,2,4,2,0,0,1,20211021,0,lcs
HOU202110220,eovan001,BOS,13,19,1,1,4,1,20211022,0,lcs
HOU202110220,garcl007,HOU,17,20,0,1,7,1,20211022,0,lcs
ATL202110230,buehw001,LAN,12,21,4,3,6,1,20211023,0,lcs
ATL202110230,andei001,ATL,12,16,1,1,4,1,20211023,0,lcs
HOU202110260,mortc002,ATL,7,10,0,2,3,1,20211026,0,worldseries
HOU202110260,valdf001,HOU,6,15,5,1,2,1,20211026,0,worldseries
HOU202110270,friem001,ATL,15,23,6,1,6,1,20211027,0,worldseries
HOU202110270,urquj001,HOU,15,21,2,0,7,1,20211027,0,worldseries
ATL202110290,garcl007,HOU,11,18,1,4,6,1,20211029,0,worldseries
ATL202110290,andei001,ATL,15,18,0,3,4,1,20211029,0,worldseries
ATL202110300,greiz001,HOU,12,14,0,0,3,1,20211030,0,worldseries
ATL202110300,lee-d005,ATL,1,4,1,2,1,1,20211030,0,worldseries
ATL202110310,valdf001,HOU,8,14,5,2,1,1,20211031,0,worldseries
ATL202110310,davit005,ATL,6,11,2,3,1,1,20211031,0,worldseries
HOU202111020,friem001,ATL,18,21,0,0,6,1,20211102,0,worldseries
HOU202111020,garcl007,HOU,8,11,3,1,3,1,20211102,0,worldseries
ANA202204070,valdf001,HOU,20,22,0,1,6,1,20220407,0,regular
ANA202204070,ohtas001,ANA,14,19,1,1,9,1,20220407,0,regular
ARI202204070,darvy001,SDN,18,22,0,4,3,1,20220407,0,regular
ARI202204070,bumgm001,ARI,9,14,1,4,2,1,20220407,0,regular
ATL202204070,mahlt001,CIN,15,20,0,2,7,1,20220407,0,regular
ATL202204070,friem001,ATL,17,26,5,1,5,1,20220407,0,regular
CHN202204070,burnc002,MIL,15,21,3,3,4,1,20220407,0,regular
CHN202204070,hendk001,CHN,16,24,1,3,7,1,20220407,0,regular
KCA202204070,biebs001,CLE,14,18,0,0,4,1,20220407,0,regular
KCA202204070,greiz001,KCA,17,22,1,1,1,1,20220407,0,regular
SLN202204070,brubj001,PIT,9,17,4,3,2,1,20220407,0,regular
SLN202204070,waina001,SLN,18,21,0,0,6,1,20220407,0,regular
WAS202204070,megit002,NYN,15,18,0,0,6,1,20220407,0,regular
WAS202204070,corbp001,WAS,12,18,2,2,4,1,20220407,0,regular
ANA202204080,odorj001,HOU,12,18,2,0,2,1,20220408,0,regular
ANA202204080,detmr001,ANA,12,16,2,2,3,1,20220408,0,regular
ARI202204080,manas001,SDN,21,22,0,1,7,1,20220408,0,regular
ARI202204080,kellm002,ARI,12,17,0,2,7,1,20220408,0,regular
ATL202204080,sanmr001,CIN,7,15,5,5,2,1,20220408,0,regular
ATL202204080,mortc002,ATL,16,19,2,1,5,1,20220408,0,regular
COL202204080,buehw001,LAN,15,22,2,2,5,1,20220408,0,regular
COL202204080,freek001,COL,11,20,5,2,6,1,20220408,0,regular
DET202204080,gioll001,CHA,12,15,0,2,6,1,20220408,0,regular
DET202204080,rodre004,DET,12,18,3,2,2,1,20220408,0,regular
MIN202204080,ray-r002,SEA,21,27,1,4,5,1,20220408,0,regular
MIN202204080,ryanj002,MIN,12,19,2,4,4,1,20220408,0,regular
NYA202204080,eovan001,BOS,15,23,3,1,7,1,20220408,0,regular
NYA202204080,coleg001,NYA,12,17,3,1,3,1,20220408,0,regular
PHI202204080,montf001,OAK,15,22,5,1,6,1,20220408,0,regular
PHI202204080,nolaa001,PHI,18,23,4,0,7,1,20220408,0,regular
SFN202204080,alcas001,MIA,15,21,2,5,4,1,20220408,0,regular
SFN202204080,webbl001,SFN,18,24,1,1,3,1,20220408,0,regular
TBA202204080,meanj001,BAL,12,19,1,1,5,1,20220408,0,regular
TBA202204080,mccls003,TBA,13,19,0,2,7,1,20220408,0,regular
TOR202204080,grayj003,TEX,12,16,3,2,4,1,20220408,0,regular
TOR202204080,berrj001,TOR,1,7,4,2,0,1,20220408,0,regular
WAS202204080,schem001,NYN,18,22,3,1,6,1,20220408,0,regular
WAS202204080,grayj004,WAS,12,20,4,2,5,1,20220408,0,regular
ANA202204090,verlj001,HOU,15,20,1,3,7,1,20220409,0,regular
ANA202204090,syndn001,ANA,16,20,0,2,1,1,20220409,0,regular
ARI202204090,musgj001,SDN,18,22,2,0,8,1,20220409,0,regular
ARI202204090,daviz001,ARI,15,21,2,3,2,1,20220409,0,regular
ATL202204090,gutiv001,CIN,13,21,2,2,4,1,20220409,0,regular
ATL202204090,wrigk001,ATL,18,21,0,1,6,1,20220409,0,regular
CHN202204090,woodb005,MIL,11,22,7,3,2,1,20220409,0,regular
CHN202204090,steej002,CHN,15,18,0,1,5,1,20220409,0,regular
COL202204090,gonst001,LAN,9,15,1,1,3,1,20220409,0,regular
COL202204090,marqg001,COL,21,24,1,0,5,1,20220409,0,regular
DET202204090,ceasd001,CHA,15,20,1,3,8,1,20220409,0,regular
DET202204090,mizec001,DET,15,22,4,0,2,1,20220409,0,regular
KCA202204090,plesz001,CLE,17,20,0,0,3,1,20220409,0,regular
KCA202204090,kellb003,KCA,18,19,0,1,5,1,20220409,0,regular
MIN202204090,gilbl002,SEA,15,20,1,1,7,1,20220409,0,regular
MIN202204090,grays001,MIN,14,20,2,2,4,1,20220409,0,regular
NYA202204090,piven001,BOS,17,23,4,3,4,1,20220409,0,regular
NYA202204090,sevel001,NYA,9,14,2,0,5,1,20220409,0,regular
PHI202204090,irvic001,OAK,16,25,4,1,4,1,20220409,0,regular
PHI202204090,gibsk002,PHI,21,22,0,0,10,1,20220409,0,regular
SFN202204090,lopep002,MIA,15,19,1,1,6,1,20220409,0,regular
SFN202204090,rodoc001,SFN,15,20,1,2,12,1,20220409,0,regular
SLN202204090,kellm003,PIT,12,20,4,2,4,1,20220409,0,regular
SLN202204090,mikom001,SLN,11,19,2,2,1,1,20220409,0,regular
TBA202204090,lylej001,BAL,15,23,5,3,2,1,20220409,0,regular
TBA202204090,rasmd002,TBA,12,17,2,1,3,1,20220409,0,regular
TOR202204090,dunnd001,TEX,15,23,3,2,4,1,20220409,0,regular
TOR202204090,gausk001,TOR,15,22,3,0,5,1,20220409,0,regular
WAS202204090,bassc001,NYN,18,22,0,1,8,1,20220409,0,regular
WAS202204090,adonj001,WAS,13,22,4,4,3,1,20220409,0,regular
ANA202204100,urquj001,HOU,15,18,1,0,2,1,20220410,0,regular
ANA202204100,suarj001,ANA,13,19,2,4,2,1,20220410,0,regular
ARI202204100,crisn001,SDN,9,12,0,3,4,1,20220410,0,regular
ARI202204100,smitc006,ARI,3,9,4,3,2,1,20220410,0,regular
ATL202204100,greeh001,CIN,15,21,3,2,7,1,20220410,0,regular
ATL202204100,andei001,ATL,8,16,5,5,1,1,20220410,0,regular
CHN202204100,peraf001,MIL,12,18,3,4,6,1,20220410,0,regular
CHN202204100,strom001,CHN,15,19,1,3,3,1,20220410,0,regular
COL202204100,uriaj001,LAN,6,16,3,2,0,1,20220410,0,regular
COL202204100,senza001,COL,10,18,1,1,0,1,20220410,0,regular
DET202204100,kopem001,CHA,12,15,1,2,3,1,20220410,0,regular
DET202204100,skubt001,DET,12,20,4,1,3,1,20220410,0,regular
KCA202204100,quanc001,CLE,15,21,2,1,2,1,20220410,0,regular
KCA202204100,bubik001,KCA,2,7,5,2,0,1,20220410,0,regular
MIN202204100,gonzm005,SEA,6,15,2,2,1,1,20220410,0,regular
MIN202204100,oberb002,MIN,15,20,4,2,4,1,20220410,0,regular
NYA202204100,houct001,BOS,10,19,3,3,3,1,20220410,0,regular
NYA202204100,montj004,NYA,10,17,3,1,4,1,20220410,0,regular
PHI202204100,jeffd001,OAK,15,18,0,2,2,1,20220410,0,regular
PHI202204100,efliz001,PHI,12,15,0,2,3,1,20220410,0,regular
SFN202204100,roget003,MIA,15,22,2,1,3,1,20220410,0,regular
SFN202204100,desca001,SFN,11,20,2,1,5,1,20220410,0,regular
SLN202204100,wilsb003,PIT,12,17,3,1,2,1,20220410,0,regular
SLN202204100,matzs001,SLN,9,19,7,1,5,1,20220410,0,regular
TBA202204100,wellt003,BAL,5,10,4,2,2,1,20220410,0,regular
TBA202204100,klubc001,TBA,14,20,0,4,5,1,20220410,0,regular
TOR202204100,howas003,TEX,9,15,6,0,5,1,20220410,0,regular
TOR202204100,ryu-h001,TOR,10,17,6,2,4,1,20220410,0,regular
WAS202204100,carrc003,NYN,17,19,1,0,5,1,20220410,0,regular
WAS202204100,fedde001,WAS,15,21,2,2,5,1,20220410,0,regular
ANA202204110,herne002,MIA,14,21,4,3,6,1,20220411,0,regular
ANA202204110,lorem002,ANA,18,20,1,0,7,1,20220411,0,regular
ATL202204110,rogej003,WAS,16,20,1,2,3,1,20220411,0,regular
ATL202204110,ynoah001,ATL,9,18,5,2,4,1,20220411,0,regular
BAL202204110,housa001,MIL,11,18,2,3,3,1,20220411,0,regular
BAL202204110,zimmb002,BAL,12,17,0,2,4,1,20220411,0,regular
DET202204110,wachm001,BOS,13,18,1,3,4,1,20220411,0,regular
DET202204110,mannm001,DET,18,19,1,0,2,1,20220411,0,regular
KCA202204110,civaa001,CLE,10,19,2,3,3,1,20220411,0,regular
KCA202204110,hernc006,KCA,13,20,4,2,1,1,20220411,0,regular
MIN202204110,flexc001,SEA,13,20,3,3,3,1,20220411,0,regular
MIN202204110,bundd001,MIN,15,18,0,1,2,1,20220411,0,regular
NYA202204110,manoa001,TOR,18,23,0,4,7,1,20220411,0,regular
NYA202204110,tailj001,NYA,15,20,2,0,6,1,20220411,0,regular
PHI202204110,walkt004,NYN,6,6,0,0,4,1,20220411,0,regular
PHI202204110,suarr001,PHI,8,16,3,1,1,1,20220411,0,regular
SFN202204110,martn002,SDN,15,21,1,1,6,1,20220411,0,regular
SFN202204110,wooda002,SFN,13,20,2,1,6,1,20220411,0,regular
TBA202204110,blacp001,OAK,15,19,0,1,7,1,20220411,0,regular
TBA202204110,patil001,TBA,2,3,1,0,0,1,20220411,0,regular
TEX202204110,gomba001,COL,14,20,3,2,4,1,20220411,0,regular
TEX202204110,heart001,TEX,12,21,1,1,6,1,20220411,0,regular
ANA202204120,luzaj001,MIA,15,18,1,1,12,1,20220412,0,regular
ANA202204120,sandp002,ANA,12,18,0,3,6,1,20220412,0,regular
ARI202204120,garcl007,HOU,12,16,0,2,1,1,20220412,0,regular
ARI202204120,bumgm001,ARI,15,23,1,2,2,1,20220412,0,regular
ATL202204120,corbp001,WAS,8,20,6,3,3,1,20220412,0,regular
ATL202204120,eldeb001,ATL,17,22,3,0,4,1,20220412,0,regular
BAL202204120,lauee001,MIL,13,19,3,2,5,1,20220412,0,regular
BAL202204120,watks003,BAL,9,16,1,2,1,1,20220412,0,regular
CHA202204120,brasm001,SEA,16,21,2,1,6,1,20220412,0,regular
CHA202204120,velav001,CHA,12,17,1,3,2,1,20220412,0,regular
CIN202204120,biebs001,CLE,16,19,3,3,5,1,20220412,0,regular
CIN202204120,mahlt001,CIN,12,18,4,2,4,1,20220412,0,regular
DET202204120,hillr001,BOS,13,19,3,1,4,1,20220412,0,regular
DET202204120,alext001,DET,16,20,3,0,4,1,20220412,0,regular
MIN202204120,heana001,LAN,13,18,0,0,5,1,20220412,0,regular
MIN202204120,archc001,MIN,12,14,0,0,3,1,20220412,0,regular
NYA202204120,kikuy001,TOR,10,16,2,2,2,1,20220412,0,regular
NYA202204120,cortn001,NYA,13,16,0,0,5,1,20220412,0,regular
PHI202204120,megit002,NYN,16,18,0,0,5,1,20220412,0,regular
PHI202204120,wheez001,PHI,14,19,1,1,3,1,20220412,0,regular
PIT202204120,smyld001,CHN,15,18,0,0,1,1,20220412,0,regular
PIT202204120,quinj001,PIT,16,20,1,2,3,1,20220412,0,regular
SFN202204120,darvy001,SDN,5,15,9,2,2,1,20220412,0,regular
SFN202204120,cobba001,SFN,15,21,2,2,10,1,20220412,0,regular
SLN202204120,lyncd001,KCA,15,25,6,1,7,1,20220412,0,regular
SLN202204120,hudsd002,SLN,12,17,3,0,4,1,20220412,0,regular
TBA202204120,ollea001,OAK,4,12,5,3,3,1,20220412,0,regular
TBA202204120,romet001,TBA,5,11,3,5,1,1,20220412,0,regular
TEX202204120,kuhlc001,COL,13,19,1,4,5,1,20220412,0,regular
TEX202204120,perem004,TEX,12,20,3,1,2,1,20220412,0,regular
ARI202204130,valdf001,HOU,9,17,1,5,3,1,20220413,0,regular
ARI202204130,kellm002,ARI,16,21,0,2,6,1,20220413,0,regular
ATL202204130,grayj004,WAS,15,18,0,3,5,1,20220413,0,regular
ATL202204130,friem001,ATL,16,23,2,0,4,1,20220413,0,regular
BAL202204130,burnc002,MIL,21,25,0,1,8,1,20220413,0,regular
BAL202204130,meanj001,BAL,12,15,2,1,2,1,20220413,0,regular
CHA202204130,ray-r002,SEA,19,29,6,2,4,1,20220413,0,regular
CHA202204130,keucd001,CHA,15,21,3,0,5,1,20220413,0,regular
CIN202204130,mcket001,CLE,12,15,0,0,6,1,20220413,0,regular
CIN202204130,lodon001,CIN,12,24,5,3,4,1,20220413,0,regular
DET202204130,eovan001,BOS,15,20,2,1,6,1,20220413,0,regular
DET202204130,rodre004,DET,11,20,2,3,5,1,20220413,0,regular
MIN202204130,kersc001,LAN,21,21,0,0,13,1,20220413,0,regular
MIN202204130,paddc001,MIN,12,20,3,0,3,1,20220413,0,regular
NYA202204130,berrj001,TOR,15,24,3,3,5,1,20220413,0,regular
NYA202204130,coleg001,NYA,17,22,3,1,6,1,20220413,0,regular
PHI202204130,schem001,NYN,15,22,1,3,7,1,20220413,0,regular
PHI202204130,nolaa001,PHI,10,17,3,3,5,1,20220413,0,regular
PIT202204130,hendk001,CHN,11,21,6,4,4,1,20220413,0,regular
PIT202204130,thomz001,PIT,12,18,2,1,3,1,20220413,0,regular
SFN202204130,manas001,SDN,18,23,2,2,6,1,20220413,0,regular
SFN202204130,webbl001,SFN,24,28,1,0,7,1,20220413,0,regular
TBA202204130,montf001,OAK,19,25,1,0,6,1,20220413,0,regular
TBA202204130,mccls003,TBA,14,19,3,3,8,1,20220413,0,regular
CHA202204140,gilbl002,SEA,15,20,0,0,4,1,20220414,0,regular
CHA202204140,lambj003,CHA,9,13,2,1,1,1,20220414,0,regular
COL202204140,steej002,CHN,13,20,2,2,4,1,20220414,0,regular
COL202204140,freek001,COL,16,26,5,2,1,1,20220414,0,regular
KCA202204140,mizec001,DET,15,23,2,2,2,1,20220414,0,regular
KCA202204140,greiz001,KCA,16,21,2,1,0,1,20220414,0,regular
LAN202204140,cessl001,CIN,3,7,3,0,0,1,20220414,0,regular
LAN202204140,buehw001,LAN,17,24,2,3,4,1,20220414,0,regular
MIA202204140,gibsk002,PHI,14,21,4,3,6,1,20220414,0,regular
MIA202204140,alcas001,MIA,19,27,2,1,5,1,20220414,0,regular
MIL202204140,waina001,SLN,13,23,4,2,7,1,20220414,0,regular
MIL202204140,woodb005,MIL,15,19,0,1,2,1,20220414,0,regular
NYA202204140,gausk001,TOR,17,23,2,0,9,1,20220414,0,regular
NYA202204140,sevel001,NYA,15,21,0,2,6,1,20220414,0,regular
PIT202204140,adonj001,WAS,14,25,6,3,5,1,20220414,0,regular
PIT202204140,brubj001,PIT,13,22,4,4,5,1,20220414,0,regular
SDN202204140,mortc002,ATL,15,28,5,3,5,1,20220414,0,regular
SDN202204140,musgj001,SDN,20,23,0,0,6,1,20220414,0,regular
TBA202204140,irvic001,OAK,19,23,3,0,2,1,20220414,0,regular
TBA202204140,flemj001,TBA,10,18,3,1,6,1,20220414,0,regular
TEX202204140,ohtas001,ANA,11,20,6,2,5,1,20220414,0,regular
TEX202204140,dunnd001,TEX,11,18,2,2,7,1,20220414,0,regular
BAL202204150,montj004,NYA,15,20,0,2,2,1,20220415,0,regular
BAL202204150,lylej001,BAL,16,24,1,2,4,1,20220415,0,regular
BOS202204150,ryanj002,MIN,18,22,1,0,7,1,20220415,0,regular
BOS202204150,piven001,BOS,6,12,4,2,2,1,20220415,0,regular
CHA202204150,rasmd002,TBA,15,20,3,0,2,1,20220415,0,regular
CHA202204150,ceasd001,CHA,17,21,1,2,8,1,20220415,0,regular
CLE202204150,rodoc001,SFN,21,25,1,2,9,1,20220415,0,regular
CLE202204150,plesz001,CLE,16,24,2,1,4,1,20220415,0,regular
COL202204150,strom001,CHN,12,19,5,1,4,1,20220415,0,regular
COL202204150,marqg001,COL,13,23,4,1,3,1,20220415,0,regular
KCA202204150,skubt001,DET,17,22,0,0,7,1,20220415,0,regular
KCA202204150,kellb003,KCA,21,26,2,2,5,1,20220415,0,regular
LAN202204150,gutiv001,CIN,12,20,3,3,3,1,20220415,0,regular
LAN202204150,gonst001,LAN,12,18,0,3,2,1,20220415,0,regular
MIA202204150,efliz001,PHI,12,18,4,1,4,1,20220415,0,regular
MIA202204150,lopep002,MIA,16,21,0,2,2,1,20220415,0,regular
MIL202204150,mikom001,SLN,20,24,1,1,7,1,20220415,0,regular
MIL202204150,peraf001,MIL,9,19,6,2,4,1,20220415,0,regular
NYN202204150,daviz001,ARI,13,21,4,1,2,1,20220415,0,regular
NYN202204150,bassc001,NYN,18,22,1,2,6,1,20220415,0,regular
PIT202204150,fedde001,WAS,15,21,2,2,6,1,20220415,0,regular
PIT202204150,kellm003,PIT,11,21,4,3,4,1,20220415,0,regular
SDN202204150,wrigk001,ATL,15,21,2,0,9,1,20220415,0,regular
SDN202204150,gorem001,SDN,16,20,2,2,3,1,20220415,0,regular
SEA202204150,odorj001,HOU,13,23,4,3,1,1,20220415,0,regular
SEA202204150,gonzm005,SEA,21,25,1,0,6,1,20220415,0,regular
TEX202204150,detmr001,ANA,10,18,5,1,5,1,20220415,0,regular
TEX202204150,bushm001,TEX,3,4,1,0,3,1,20220415,0,regular
TOR202204150,jeffd001,OAK,13,20,2,1,2,1,20220415,0,regular
TOR202204150,strir001,TOR,12,14,0,0,3,1,20220415,0,regular
BAL202204160,tailj001,NYA,14,18,2,1,2,1,20220416,0,regular
BAL202204160,wellt003,BAL,12,17,0,2,3,1,20220416,0,regular
BOS202204160,grays001,MIN,5,7,2,1,1,1,20220416,0,regular
BOS202204160,houct001,BOS,17,19,0,3,4,1,20220416,0,regular
CHA202204160,klubc001,TBA,15,19,2,0,4,1,20220416,0,regular
CHA202204160,kopem001,CHA,15,19,0,2,5,1,20220416,0,regular
CLE202204160,desca001,SFN,14,19,2,0,4,1,20220416,0,regular
CLE202204160,quanc001,CLE,14,19,2,3,2,1,20220416,0,regular
COL202204160,leitm002,CHN,10,19,7,4,4,1,20220416,0,regular
COL202204160,senza001,COL,15,20,1,0,2,1,20220416,0,regular
KCA202204160,mannm001,DET,6,10,1,0,2,1,20220416,0,regular
KCA202204160,bubik001,KCA,13,19,1,6,4,1,20220416,0,regular
LAN202204160,greeh001,CIN,16,21,2,0,6,1,20220416,0,regular
LAN202204160,uriaj001,LAN,15,16,0,1,5,1,20220416,0,regular
MIA202204160,suarr001,PHI,15,22,2,3,4,1,20220416,0,regular
MIA202204160,roget003,MIA,5,13,7,4,3,1,20220416,0,regular
MIL202204160,matzs001,SLN,17,20,0,0,6,1,20220416,0,regular
MIL202204160,housa001,MIL,17,23,1,3,4,1,20220416,0,regular
NYN202204160,gallz001,ARI,12,15,0,1,2,1,20220416,0,regular
NYN202204160,carrc003,NYN,15,20,0,2,8,1,20220416,0,regular
PIT202204160,rogej003,WAS,13,20,3,2,2,1,20220416,0,regular
PIT202204160,wilsb003,PIT,13,21,2,3,2,1,20220416,0,regular
SDN202204160,andei001,ATL,17,20,1,1,7,1,20220416,0,regular
SDN202204160,martn002,SDN,15,24,4,4,3,1,20220416,0,regular
SEA202204160,verlj001,HOU,24,27,0,0,8,1,20220416,0,regular
SEA202204160,flexc001,SEA,18,24,3,1,3,1,20220416,0,regular
TEX202204160,syndn001,ANA,18,23,2,0,4,1,20220416,0,regular
TEX202204160,heart001,TEX,11,18,3,1,4,1,20220416,0,regular
TOR202204160,blacp001,OAK,15,19,2,0,3,1,20220416,0,regular
TOR202204160,ryu-h001,TOR,12,18,5,0,1,1,20220416,0,regular
BAL202204170,cortn001,NYA,15,19,0,1,12,1,20220417,0,regular
BAL202204170,zimmb002,BAL,15,21,0,2,6,1,20220417,0,regular
BOS202204170,oberb002,MIN,18,24,0,1,3,1,20220417,0,regular
BOS202204170,wachm001,BOS,15,17,0,2,5,1,20220417,0,regular
CHA202204170,feyej001,TBA,6,6,0,0,3,1,20220417,0,regular
CHA202204170,velav001,CHA,14,23,3,3,5,1,20220417,0,regular
CLE202204170,wooda002,SFN,15,20,0,2,5,1,20220417,0,regular
CLE202204170,civaa001,CLE,12,17,3,1,5,1,20220417,0,regular
COL202204170,smyld001,CHN,14,18,0,1,4,1,20220417,0,regular
COL202204170,gomba001,COL,13,23,4,4,2,1,20220417,0,regular
LAN202204170,mahlt001,CIN,11,20,7,2,5,1,20220417,0,regular
LAN202204170,heana001,LAN,18,22,0,3,11,1,20220417,0,regular
MIA202204170,wheez001,PHI,9,21,7,3,3,1,20220417,0,regular
MIA202204170,herne002,MIA,18,25,1,1,5,1,20220417,0,regular
MIL202204170,hudsd002,SLN,9,15,3,2,2,1,20220417,0,regular
MIL202204170,ashba003,MIL,12,19,0,4,4,1,20220417,0,regular
NYN202204170,casth002,ARI,12,16,0,3,1,1,20220417,0,regular
NYN202204170,peted003,NYN,13,18,0,2,4,1,20220417,0,regular
PIT202204170,corbp001,WAS,16,22,2,3,4,1,20220417,0,regular
PIT202204170,quinj001,PIT,12,20,3,3,2,1,20220417,0,regular
SDN202204170,eldeb001,ATL,13,23,2,5,3,1,20220417,0,regular
SDN202204170,darvy001,SDN,20,25,1,0,8,1,20220417,0,regular
SEA202204170,urquj001,HOU,12,21,6,1,2,1,20220417,0,regular
SEA202204170,brasm001,SEA,16,21,2,6,5,1,20220417,0,regular
TEX202204170,suarj001,ANA,13,20,3,3,3,1,20220417,0,regular
TEX202204170,perem004,TEX,12,19,3,3,5,1,20220417,0,regular
TOR202204170,ollea001,OAK,10,18,2,3,3,1,20220417,0,regular
TOR202204170,manoa001,TOR,18,24,2,2,6,1,20220417,0,regular
BOS202204180,bundd001,MIN,16,21,1,0,6,1,20220418,0,regular
BOS202204180,hillr001,BOS,14,21,4,2,2,1,20220418,0,regular
CHN202204180,mccls003,TBA,18,21,1,0,9,1,20220418,0,regular
CHN202204180,hendk001,CHN,13,20,2,2,6,1,20220418,0,regular
COL202204180,nolaa001,PHI,16,22,2,1,4,1,20220418,0,regular
COL202204180,kuhlc001,COL,18,20,0,1,4,1,20220418,0,regular
HOU202204180,lorem002,ANA,10,17,4,2,2,1,20220418,0,regular
HOU202204180,garcl007,HOU,17,22,3,1,7,1,20220418,0,regular
LAN202204180,ynoah001,ATL,11,19,5,4,4,1,20220418,0,regular
LAN202204180,kersc001,LAN,15,21,4,0,7,1,20220418,0,regular
MIL202204180,thomz001,PIT,12,22,6,4,5,1,20220418,0,regular
MIL202204180,lauee001,MIL,18,24,1,1,5,1,20220418,0,regular
OAK202204180,watks003,BAL,15,19,1,2,1,1,20220418,0,regular
OAK202204180,montf001,OAK,18,21,1,2,5,1,20220418,0,regular
SDN202204180,lodon001,CIN,15,23,3,2,8,1,20220418,0,regular
SDN202204180,manas001,SDN,18,26,1,2,6,1,20220418,0,regular
BOS202204190,kikuy001,TOR,15,21,1,3,3,1,20220419,0,regular
BOS202204190,eovan001,BOS,14,22,1,1,6,1,20220419,0,regular
CHN202204190,wislm001,TBA,5,6,0,1,0,1,20220419,0,regular
CHN202204190,steej002,CHN,8,14,4,3,1,1,20220419,0,regular
COL202204190,gibsk002,PHI,18,26,3,2,3,1,20220419,0,regular
COL202204190,freek001,COL,15,22,2,1,3,1,20220419,0,regular
DET202204190,coleg001,NYA,5,11,2,5,3,1,20220419,0,regular
DET202204190,alext001,DET,3,7,0,2,2,1,20220419,0,regular
HOU202204190,sandp002,ANA,12,18,0,2,5,1,20220419,0,regular
HOU202204190,valdf001,HOU,13,23,6,4,3,1,20220419,0,regular
KCA202204190,archc001,MIN,13,20,2,3,5,1,20220419,0,regular
KCA202204190,hernc006,KCA,13,21,3,1,0,1,20220419,0,regular
LAN202204190,friem001,ATL,21,22,0,0,8,1,20220419,0,regular
LAN202204190,buehw001,LAN,15,22,3,1,2,1,20220419,0,regular
MIA202204190,waina001,SLN,17,24,1,2,6,1,20220419,0,regular
MIA202204190,luzaj001,MIA,13,22,4,2,3,1,20220419,0,regular
MIL202204190,brubj001,PIT,15,20,2,2,6,1,20220419,0,regular
MIL202204190,burnc002,MIL,21,25,2,0,10,1,20220419,0,regular
NYN202204191,cobba001,SFN,13,19,3,0,4,1,20220419,1,regular
NYN202204191,megit002,NYN,18,27,4,2,4,1,20220419,1,regular
NYN202204192,webbl001,SFN,11,19,3,3,1,1,20220419,2,regular
NYN202204192,schem001,NYN,21,25,1,3,10,1,20220419,2,regular
OAK202204190,ellic001,BAL,13,20,0,3,2,1,20220419,0,regular
OAK202204190,irvic001,OAK,15,23,1,2,4,1,20220419,0,regular
SDN202204190,sanmr001,CIN,16,24,5,1,4,1,20220419,0,regular
SDN202204190,musgj001,SDN,19,24,2,1,7,1,20220419,0,regular
SEA202204190,grayj003,TEX,15,20,4,1,4,1,20220419,0,regular
SEA202204190,ray-r002,SEA,18,23,2,1,4,1,20220419,0,regular
WAS202204191,bumgm001,ARI,15,20,0,4,5,1,20220419,1,regular
WAS202204191,grayj004,WAS,16,20,1,2,8,1,20220419,1,regular
WAS202204192,gilbt001,ARI,17,22,1,1,3,1,20220419,2,regular
WAS202204192,adonj001,WAS,19,24,0,2,5,1,20220419,2,regular
BOS202204200,berrj001,TOR,18,28,1,1,6,1,20220420,0,regular
BOS202204200,piven001,BOS,12,23,5,4,4,1,20220420,0,regular
CHN202204200,rasmd002,TBA,9,16,2,2,4,1,20220420,0,regular
CHN202204200,strom001,CHN,13,24,7,2,7,1,20220420,0,regular
CLE202204201,keucd001,CHA,3,17,7,1,0,1,20220420,1,regular
CLE202204201,biebs001,CLE,18,21,1,0,7,1,20220420,1,regular
CLE202204202,lambj003,CHA,11,18,2,2,5,1,20220420,2,regular
CLE202204202,mcket001,CLE,13,18,1,4,4,1,20220420,2,regular
COL202204200,efliz001,PHI,17,26,2,0,5,1,20220420,0,regular
COL202204200,marqg001,COL,18,28,4,2,5,1,20220420,0,regular
DET202204200,sevel001,NYA,15,21,1,2,3,1,20220420,0,regular
DET202204200,rodre004,DET,18,23,3,1,5,1,20220420,0,regular
HOU202204200,ohtas001,ANA,18,20,0,1,12,1,20220420,0,regular
HOU202204200,odorj001,HOU,2,8,3,4,2,1,20220420,0,regular
KCA202204200,paddc001,MIN,15,19,2,0,4,1,20220420,0,regular
KCA202204200,lyncd001,KCA,15,20,0,1,2,1,20220420,0,regular
LAN202204200,mortc002,ATL,16,25,4,3,4,1,20220420,0,regular
LAN202204200,gonst001,LAN,18,20,0,3,3,1,20220420,0,regular
MIA202204200,mikom001,SLN,15,20,0,0,5,1,20220420,0,regular
MIA202204200,alcas001,MIA,24,28,0,1,6,1,20220420,0,regular
MIL202204200,kellm003,PIT,16,20,1,0,7,1,20220420,0,regular
MIL202204200,woodb005,MIL,18,21,0,2,9,1,20220420,0,regular
NYN202204200,rodoc001,SFN,15,20,0,2,8,1,20220420,0,regular
NYN202204200,bassc001,NYN,18,26,5,1,6,1,20220420,0,regular
OAK202204200,lylej001,BAL,15,21,0,1,6,1,20220420,0,regular
OAK202204200,jeffd001,OAK,18,23,0,0,5,1,20220420,0,regular
